ORF	Gene
MAG03_28_5	Gene013529
MAG03_28_6	Gene013530
MAG03_28_7	Gene013531
MAG38_106_2	Gene013531
MAG39_2_143	Gene013531
MAG03_28_8	Gene013532
MAG03_28_9	Gene013533
MAG03_28_10	Gene013534
MAG03_28_11	Gene013535
MAG03_29_1	Gene013536
MAG03_29_2	Gene013537
MAG03_29_3	Gene013538
MAG03_29_4	Gene013539
MAG03_29_5	Gene013540
MAG03_29_7	Gene013541
MAG03_29_8	Gene013542
MAG03_29_9	Gene013543
MAG03_29_10	Gene013544
MAG03_30_1	Gene013545
MAG03_30_2	Gene013546
MAG03_30_3	Gene013547
MAG03_30_4	Gene013548
MAG03_30_5	Gene013549
MAG03_30_6	Gene013550
MAG03_30_7	Gene013551
MAG03_30_8	Gene013552
MAG03_30_10	Gene013553
MAG03_30_11	Gene013554
MAG03_30_12	Gene013555
MAG03_31_1	Gene013556
MAG03_31_2	Gene013557
MAG03_31_3	Gene013558
MAG03_31_4	Gene013559
MAG03_31_5	Gene013560
MAG03_31_6	Gene013561
MAG03_31_7	Gene013562
MAG03_31_8	Gene013563
MAG03_31_9	Gene013564
MAG03_31_10	Gene013565
MAG03_32_1	Gene013566
MAG03_32_2	Gene013567
MAG03_32_5	Gene013568
MAG03_32_6	Gene013569
MAG03_32_9	Gene013570
MAG03_32_10	Gene013571
MAG03_33_1	Gene013572
MAG03_33_2	Gene013573
MAG03_33_3	Gene013574
MAG03_33_4	Gene013575
MAG03_33_5	Gene013576
MAG03_33_6	Gene013577
MAG03_33_7	Gene013578
MAG03_33_9	Gene013579
MAG03_33_8	Gene013579
MAG03_33_10	Gene013580
MAG03_34_1	Gene013581
MAG03_34_3	Gene013582
MAG03_34_4	Gene013583
MAG03_34_6	Gene013584
MAG03_34_7	Gene013585
MAG03_34_8	Gene013586
MAG03_34_9	Gene013587
MAG03_34_10	Gene013588
MAG03_35_1	Gene013589
MAG03_35_2	Gene013590
MAG03_35_3	Gene013591
MAG03_35_5	Gene013592
MAG03_35_6	Gene013593
MAG03_35_7	Gene013594
MAG03_35_8	Gene013595
MAG03_35_9	Gene013596
MAG03_35_10	Gene013597
MAG03_36_1	Gene013598
MAG03_36_2	Gene013599
MAG03_36_3	Gene013600
MAG03_36_4	Gene013601
MAG03_36_6	Gene013602
MAG03_36_8	Gene013603
MAG03_36_10	Gene013604
MAG03_36_11	Gene013605
MAG03_37_1	Gene013606
MAG04_1_29	Gene013607
MAG44_6_95	Gene013607
MAG17_18_34	Gene013607
MAG43_2_59	Gene013607
MAG28_2_45	Gene013607
MAG02_80_8	Gene013607
MAG04_1_30	Gene013608
MAG04_1_35	Gene013609
MAG28_2_61	Gene013609
MAG04_1_41	Gene013610
MAG37_45_5	Gene013610
MAG04_1_42	Gene013611
MAG04_1_44	Gene013612
MAG67_16_6	Gene013612
MAG04_1_45	Gene013613
MAG04_1_46	Gene013614
MAG04_1_47	Gene013615
MAG04_1_51	Gene013616
MAG37_13_4	Gene013616
MAG04_1_52	Gene013617
MAG54_12_7	Gene013617
MAG04_1_55	Gene013618
MAG04_1_56	Gene013619
MAG04_1_59	Gene013620
MAG04_1_60	Gene013621
MAG54_7_5	Gene013621
MAG04_1_66	Gene013622
MAG04_1_67	Gene013623
MAG04_1_68	Gene013624
MAG04_1_70	Gene013625
MAG22_4_15	Gene013625
MAG04_1_72	Gene013626
MAG04_1_78	Gene013627
MAG04_1_79	Gene013628
MAG04_1_80	Gene013629
MAG04_1_81	Gene013630
MAG04_1_82	Gene013631
MAG04_1_83	Gene013632
MAG28_7_42	Gene013632
MAG53_4_118	Gene013632
MAG54_60_3	Gene013632
MAG04_1_84	Gene013633
MAG54_1_14	Gene013633
MAG28_7_11	Gene013633
MAG43_14_32	Gene013633
MAG04_1_86	Gene013634
MAG33_15_49	Gene013634
MAG04_1_88	Gene013635
MAG04_1_89	Gene013636
MAG04_1_90	Gene013637
MAG04_1_92	Gene013638
MAG04_1_96	Gene013639
MAG04_1_97	Gene013640
MAG04_1_100	Gene013641
MAG04_1_101	Gene013642
MAG04_1_102	Gene013643
MAG46_5_11	Gene013643
MAG04_1_104	Gene013644
MAG04_1_105	Gene013645
MAG04_1_106	Gene013646
MAG04_1_108	Gene013647
MAG04_1_112	Gene013648
MAG10_15_25	Gene013648
MAG54_71_12	Gene013648
MAG28_5_23	Gene013648
MAG50_33_19	Gene013648
MAG49_46_2	Gene013648
MAG53_4_117	Gene013648
MAG54_90_2	Gene013648
MAG47_18_19	Gene013648
MAG13_182_2	Gene013648
MAG04_1_114	Gene013649
MAG04_1_117	Gene013650
MAG04_1_118	Gene013651
MAG04_1_123	Gene013652
MAG28_23_6	Gene013652
MAG04_1_125	Gene013653
MAG04_11_38	Gene013654
MAG04_11_39	Gene013655
MAG69_8_16	Gene013655
MAG28_5_8	Gene013655
MAG43_44_10	Gene013655
MAG04_11_49	Gene013656
MAG54_37_10	Gene013656
MAG04_12_15	Gene013657
MAG04_12_16	Gene013658
MAG04_12_22	Gene013659
MAG04_12_27	Gene013660
MAG54_147_5	Gene013660
MAG13_280_2	Gene013660
MAG28_30_18	Gene013660
MAG27_26_11	Gene013660
MAG35_11_18	Gene013660
MAG17_28_16	Gene013660
MAG65_223_4	Gene013660
MAG53_45_9	Gene013660
MAG69_18_3	Gene013660
MAG63_53_6	Gene013660
MAG22_32_9	Gene013660
MAG48_6_72	Gene013660
MAG09_4_174	Gene013660
MAG11_5_76	Gene013660
MAG61_18_10	Gene013660
MAG55_17_10	Gene013660
MAG49_88_1	Gene013660
MAG12_7_83	Gene013660
MAG24_3_14	Gene013660
MAG50_20_11	Gene013660
MAG33_56_19	Gene013660
MAG43_3_42	Gene013660
MAG68_42_17	Gene013660
MAG37_30_11	Gene013660
MAG64_10_16	Gene013660
MAG04_12_28	Gene013661
MAG54_50_14	Gene013661
MAG04_12_29	Gene013662
MAG04_12_36	Gene013663
MAG28_30_11	Gene013663
MAG10_32_14	Gene013663
MAG02_37_8	Gene013663
MAG04_12_52	Gene013664
MAG04_12_53	Gene013665
MAG28_9_62	Gene013665
MAG54_52_17	Gene013665
MAG04_12_55	Gene013666
MAG32_2_179	Gene013666
MAG04_13_1	Gene013667
MAG33_167_1	Gene013667
MAG04_13_4	Gene013668
MAG04_13_8	Gene013669
MAG28_3_85	Gene013669
MAG04_13_11	Gene013670
MAG04_13_14	Gene013671
MAG28_3_92	Gene013671
MAG26_50_4	Gene013671
MAG54_14_5	Gene013671
MAG69_10_28	Gene013671
MAG46_37_5	Gene013671
MAG02_90_2	Gene013671
MAG17_6_39	Gene013671
MAG37_24_16	Gene013671
MAG04_13_15	Gene013672
MAG04_13_16	Gene013673
MAG28_3_94	Gene013673
MAG54_14_3	Gene013673
MAG04_13_20	Gene013674
MAG28_17_30	Gene013674
MAG04_13_21	Gene013675
MAG04_32_15	Gene013676
MAG04_33_1	Gene013677
MAG28_25_23	Gene013677
MAG04_33_2	Gene013678
MAG04_33_3	Gene013679
MAG28_9_32	Gene013679
MAG04_33_4	Gene013680
MAG04_33_5	Gene013681
MAG28_9_30	Gene013681
MAG04_33_7	Gene013682
MAG28_9_28	Gene013682
MAG04_33_8	Gene013683
MAG28_9_27	Gene013683
MAG04_33_9	Gene013684
MAG04_33_13	Gene013685
MAG27_14_23	Gene013685
MAG04_34_3	Gene013686
MAG17_4_31	Gene013686
MAG28_12_52	Gene013686
MAG04_34_4	Gene013687
MAG04_34_6	Gene013688
MAG04_34_13	Gene013689
MAG04_35_2	Gene013690
MAG53_13_42	Gene013690
MAG17_14_39	Gene013690
MAG28_9_61	Gene013690
MAG04_35_8	Gene013691
MAG04_35_13	Gene013692
MAG28_67_1	Gene013692
MAG04_36_1	Gene013693
MAG04_36_2	Gene013694
MAG28_19_31	Gene013694
MAG04_36_5	Gene013695
MAG04_36_6	Gene013696
MAG28_19_26	Gene013696
MAG04_36_8	Gene013697
MAG28_19_24	Gene013697
MAG04_36_10	Gene013698
MAG27_4_121	Gene013698
MAG22_88_6	Gene013698
MAG37_55_5	Gene013698
MAG44_5_112	Gene013698
MAG44_10_49	Gene013698
MAG49_6_44	Gene013698
MAG63_63_7	Gene013698
MAG53_40_6	Gene013698
MAG04_36_12	Gene013699
MAG04_36_13	Gene013700
MAG04_36_15	Gene013701
MAG04_37_1	Gene013702
MAG04_37_3	Gene013703
MAG54_3_70	Gene013703
MAG28_10_59	Gene013703
MAG04_37_9	Gene013704
MAG28_10_28	Gene013704
MAG54_65_14	Gene013704
MAG26_16_34	Gene013704
MAG43_79_2	Gene013704
MAG22_52_16	Gene013704
MAG27_26_19	Gene013704
MAG63_53_5	Gene013704
MAG64_8_77	Gene013704
MAG49_32_4	Gene013704
MAG67_2_40	Gene013704
MAG17_17_34	Gene013704
MAG37_5_48	Gene013704
MAG47_24_26	Gene013704
MAG53_31_4	Gene013704
MAG65_75_2	Gene013704
MAG68_9_46	Gene013704
MAG69_14_39	Gene013704
MAG13_289_2	Gene013704
MAG10_37_7	Gene013704
MAG46_4_92	Gene013704
MAG02_1_20	Gene013704
MAG44_1_21	Gene013704
MAG50_138_2	Gene013704
MAG04_37_10	Gene013705
MAG04_37_11	Gene013706
MAG04_37_13	Gene013707
MAG04_38_1	Gene013708
MAG04_38_2	Gene013709
MAG04_38_6	Gene013710
MAG04_38_8	Gene013711
MAG04_39_7	Gene013712
MAG28_11_9	Gene013712
MAG49_5_27	Gene013712
MAG04_39_10	Gene013713
MAG28_11_12	Gene013713
MAG04_39_11	Gene013714
MAG47_27_14	Gene013714
MAG65_23_2	Gene013714
MAG28_11_13	Gene013714
MAG69_8_43	Gene013714
MAG02_108_2	Gene013714
MAG64_7_60	Gene013714
MAG04_40_1	Gene013715
MAG04_40_3	Gene013716
MAG26_24_38	Gene013716
MAG27_1_60	Gene013716
MAG53_23_26	Gene013716
MAG04_40_5	Gene013717
MAG04_40_6	Gene013718
MAG05_11_26	Gene013719
MAG52_108_8	Gene013719
MAG41_12_16	Gene013719
MAG42_36_6	Gene013719
MAG60_53_6	Gene013719
MAG05_11_30	Gene013720
MAG41_12_12	Gene013720
MAG42_54_6	Gene013720
MAG52_52_3	Gene013720
MAG60_53_2	Gene013720
MAG05_11_32	Gene013721
MAG05_11_34	Gene013721
MAG05_4_123	Gene013721
MAG05_29_47	Gene013721
MAG05_29_48	Gene013721
MAG05_31_30	Gene013721
MAG42_77_5	Gene013721
MAG05_72_3	Gene013721
MAG05_11_33	Gene013722
MAG05_11_36	Gene013723
MAG41_12_9	Gene013723
MAG52_52_6	Gene013723
MAG05_11_37	Gene013724
MAG41_12_8	Gene013724
MAG05_11_40	Gene013725
MAG41_12_5	Gene013725
MAG05_11_44	Gene013726
MAG56_32_9	Gene013726
MAG41_85_23	Gene013726
MAG05_11_45	Gene013727
MAG41_85_22	Gene013727
MAG51_241_1	Gene013727
MAG56_32_8	Gene013727
MAG05_11_46	Gene013728
MAG41_85_16	Gene013728
MAG52_89_2	Gene013728
MAG60_3_43	Gene013728
MAG05_11_47	Gene013729
MAG41_85_15	Gene013729
MAG52_89_3	Gene013729
MAG60_3_44	Gene013729
MAG66_127_2	Gene013729
MAG42_275_3	Gene013729
MAG57_18_9	Gene013729
MAG05_11_50	Gene013730
MAG41_85_12	Gene013730
MAG05_11_51	Gene013731
MAG05_11_52	Gene013732
MAG05_11_53	Gene013733
MAG05_11_55	Gene013734
MAG41_85_10	Gene013734
MAG05_11_56	Gene013735
MAG21_5_5	Gene013735
MAG05_11_58	Gene013736
MAG05_11_65	Gene013737
MAG14_36_22	Gene013737
MAG42_15_8	Gene013737
MAG53_19_36	Gene013737
MAG05_11_66	Gene013738
MAG05_11_68	Gene013739
MAG52_9_12	Gene013739
MAG41_50_23	Gene013739
MAG05_11_69	Gene013740
MAG41_50_22	Gene013740
MAG05_11_71	Gene013741
MAG05_12_1	Gene013742
MAG05_12_3	Gene013743
MAG52_2_32	Gene013743
MAG41_1_34	Gene013743
MAG42_220_4	Gene013743
MAG60_135_6	Gene013743
MAG66_87_3	Gene013743
MAG62_10_32	Gene013743
MAG20_13_6	Gene013743
MAG14_28_18	Gene013743
MAG51_3_2	Gene013743
MAG05_12_4	Gene013744
MAG41_1_35	Gene013744
MAG52_2_33	Gene013744
MAG60_135_5	Gene013744
MAG42_220_3	Gene013744
MAG05_12_10	Gene013745
MAG41_1_41	Gene013745
MAG52_2_40	Gene013745
MAG56_22_29	Gene013745
MAG60_14_1	Gene013745
MAG23_28_11	Gene013745
MAG45_238_1	Gene013745
MAG14_28_26	Gene013745
MAG20_42_22	Gene013745
MAG51_3_26	Gene013745
MAG62_10_39	Gene013745
MAG57_190_4	Gene013745
MAG42_369_1	Gene013745
MAG05_12_14	Gene013746
MAG41_1_45	Gene013746
MAG52_13_37	Gene013746
MAG42_61_6	Gene013746
MAG60_6_47	Gene013746
MAG05_12_19	Gene013747
MAG52_13_43	Gene013747
MAG41_1_50	Gene013747
MAG60_6_56	Gene013747
MAG05_12_21	Gene013748
MAG41_1_52	Gene013748
MAG42_8_7	Gene013748
MAG52_13_45	Gene013748
MAG05_12_26	Gene013749
MAG41_1_58	Gene013749
MAG60_6_62	Gene013749
MAG52_13_50	Gene013749
MAG51_28_20	Gene013749
MAG05_12_41	Gene013750
MAG41_1_75	Gene013750
MAG60_28_31	Gene013750
MAG05_12_49	Gene013751
MAG41_1_81	Gene013751
MAG05_12_50	Gene013752
MAG42_9_16	Gene013752
MAG14_9_16	Gene013752
MAG41_1_82	Gene013752
MAG52_28_20	Gene013752
MAG60_54_24	Gene013752
MAG05_12_53	Gene013753
MAG42_9_15	Gene013753
MAG41_1_85	Gene013753
MAG52_28_17	Gene013753
MAG60_54_21	Gene013753
MAG05_27_18	Gene013754
MAG05_27_19	Gene013755
MAG05_27_20	Gene013756
MAG05_27_21	Gene013757
MAG05_27_22	Gene013758
MAG05_27_23	Gene013759
MAG05_27_24	Gene013760
MAG05_27_25	Gene013761
MAG05_27_26	Gene013762
MAG05_27_27	Gene013763
MAG05_27_28	Gene013764
MAG05_27_29	Gene013765
MAG05_27_31	Gene013766
MAG05_27_33	Gene013767
MAG52_47_4	Gene013767
MAG41_67_4	Gene013767
MAG05_27_34	Gene013768
MAG05_27_39	Gene013769
MAG41_82_17	Gene013769
MAG42_1_2	Gene013769
MAG52_47_11	Gene013769
MAG60_24_11	Gene013769
MAG56_1_95	Gene013769
MAG05_27_40	Gene013770
MAG41_82_16	Gene013770
MAG05_27_42	Gene013771
MAG41_82_14	Gene013771
MAG05_27_47	Gene013772
MAG41_82_8	Gene013772
MAG21_306_1	Gene013772
MAG52_47_30	Gene013772
MAG05_27_49	Gene013773
MAG41_82_6	Gene013773
MAG05_27_51	Gene013774
MAG05_27_52	Gene013775
MAG05_27_53	Gene013776
MAG42_57_7	Gene013776
MAG05_27_55	Gene013777
MAG05_27_56	Gene013778
MAG09_30_6	Gene013778
MAG41_11_2	Gene013778
MAG41_295_1	Gene013778
MAG05_27_57	Gene013779
MAG60_108_8	Gene013779
MAG09_30_5	Gene013779
MAG41_11_3	Gene013779
MAG41_295_2	Gene013779
MAG42_456_2	Gene013779
MAG05_27_58	Gene013780
MAG09_30_4	Gene013780
MAG41_295_3	Gene013780
MAG41_21_14	Gene013780
MAG05_23_43	Gene013780
MAG05_18_10	Gene013780
MAG41_10_62	Gene013780
MAG05_27_59	Gene013781
MAG09_30_3	Gene013781
MAG42_611_2	Gene013781
MAG52_11_67	Gene013781
MAG05_27_60	Gene013782
MAG60_17_43	Gene013782
MAG09_30_2	Gene013782
MAG52_11_66	Gene013782
MAG05_27_62	Gene013783
MAG05_27_63	Gene013784
MAG52_8_24	Gene013784
MAG05_27_67	Gene013785
MAG05_28_5	Gene013786
MAG60_50_1	Gene013786
MAG52_104_8	Gene013786
MAG41_159_8	Gene013786
MAG29_24_12	Gene013786
MAG05_28_6	Gene013787
MAG57_118_2	Gene013787
MAG29_25_9	Gene013787
MAG41_159_7	Gene013787
MAG52_104_7	Gene013787
MAG56_3_42	Gene013787
MAG60_12_18	Gene013787
MAG05_28_8	Gene013788
MAG60_12_20	Gene013788
MAG41_159_5	Gene013788
MAG29_8_89	Gene013788
MAG52_104_4	Gene013788
MAG42_179_6	Gene013788
MAG05_28_10	Gene013789
MAG41_159_3	Gene013789
MAG05_28_11	Gene013790
MAG05_28_14	Gene013791
MAG52_34_35	Gene013791
MAG60_12_25	Gene013791
MAG41_265_2	Gene013791
MAG05_28_21	Gene013792
MAG41_32_26	Gene013792
MAG52_34_28	Gene013792
MAG60_12_32	Gene013792
MAG42_181_5	Gene013792
MAG14_75_5	Gene013792
MAG20_15_18	Gene013792
MAG51_40_9	Gene013792
MAG62_76_2	Gene013792
MAG29_20_40	Gene013792
MAG56_40_1	Gene013792
MAG21_264_2	Gene013792
MAG23_4_62	Gene013792
MAG34_256_1	Gene013792
MAG40_25_19	Gene013792
MAG05_28_28	Gene013793
MAG41_32_19	Gene013793
MAG05_28_34	Gene013794
MAG41_32_13	Gene013794
MAG14_4_145	Gene013794
MAG62_143_6	Gene013794
MAG60_12_47	Gene013794
MAG52_34_15	Gene013794
MAG20_7_9	Gene013794
MAG51_252_8	Gene013794
MAG05_28_39	Gene013795
MAG41_82_9	Gene013795
MAG52_24_17	Gene013795
MAG05_28_42	Gene013795
MAG60_4_34	Gene013795
MAG05_28_40	Gene013796
MAG05_28_41	Gene013797
MAG05_28_43	Gene013798
MAG05_28_44	Gene013799
MAG05_28_45	Gene013800
MAG57_18_16	Gene013800
MAG05_28_47	Gene013801
MAG51_56_6	Gene013801
MAG42_41_7	Gene013801
MAG52_34_9	Gene013801
MAG60_12_52	Gene013801
MAG41_32_6	Gene013801
MAG56_38_6	Gene013801
MAG05_28_50	Gene013802
MAG42_41_10	Gene013802
MAG41_32_3	Gene013802
MAG52_34_6	Gene013802
MAG60_12_55	Gene013802
MAG05_85_1	Gene013803
MAG05_85_2	Gene013804
MAG05_85_3	Gene013805
MAG05_85_4	Gene013806
MAG12_11_13	Gene013806
MAG05_85_6	Gene013807
MAG05_85_7	Gene013808
MAG05_85_8	Gene013809
MAG31_523_1	Gene013809
MAG05_86_3	Gene013810
MAG05_87_2	Gene013811
MAG56_60_4	Gene013811
MAG05_87_4	Gene013812
MAG05_87_5	Gene013813
MAG05_87_6	Gene013814
MAG05_87_7	Gene013815
MAG05_87_8	Gene013816
MAG05_88_1	Gene013817
MAG05_88_2	Gene013818
MAG05_88_3	Gene013819
MAG05_88_4	Gene013820
MAG05_88_5	Gene013821
MAG05_88_6	Gene013822
MAG05_89_1	Gene013823
MAG41_371_2	Gene013823
MAG41_377_1	Gene013823
MAG05_89_3	Gene013824
MAG05_89_4	Gene013825
MAG05_89_5	Gene013826
MAG05_90_2	Gene013827
MAG05_90_3	Gene013828
MAG41_52_10	Gene013828
MAG41_93_13	Gene013828
MAG52_24_39	Gene013828
MAG52_106_10	Gene013828
MAG56_76_9	Gene013828
MAG56_209_2	Gene013828
MAG05_91_2	Gene013829
MAG33_127_10	Gene013829
MAG51_298_5	Gene013829
MAG57_251_5	Gene013829
MAG05_91_3	Gene013830
MAG33_127_9	Gene013830
MAG51_298_4	Gene013830
MAG05_91_4	Gene013831
MAG33_127_8	Gene013831
MAG51_298_3	Gene013831
MAG05_91_6	Gene013832
MAG51_298_1	Gene013832
MAG05_92_1	Gene013833
MAG05_92_2	Gene013834
MAG05_93_1	Gene013835
MAG05_93_2	Gene013836
MAG05_93_3	Gene013837
MAG05_93_4	Gene013838
MAG41_333_1	Gene013838
MAG05_93_5	Gene013839
MAG41_61_26	Gene013839
MAG05_93_7	Gene013840
MAG05_94_1	Gene013841
MAG05_94_2	Gene013842
MAG05_94_3	Gene013843
MAG05_94_4	Gene013844
MAG05_95_1	Gene013845
MAG05_95_2	Gene013846
MAG41_280_3	Gene013846
MAG05_95_3	Gene013847
MAG60_143_3	Gene013847
MAG62_87_4	Gene013847
MAG62_29_38	Gene013847
MAG41_406_1	Gene013847
MAG05_95_5	Gene013848
MAG05_96_2	Gene013849
MAG05_98_1	Gene013850
MAG05_98_2	Gene013851
MAG14_85_6	Gene013851
MAG20_132_2	Gene013851
MAG52_58_5	Gene013851
MAG56_23_4	Gene013851
MAG31_321_6	Gene013851
MAG05_98_4	Gene013852
MAG05_99_1	Gene013853
MAG06_1_1	Gene013854
MAG06_1_3	Gene013855
MAG06_1_4	Gene013856
MAG06_1_6	Gene013857
MAG06_1_7	Gene013858
MAG06_1_8	Gene013859
MAG06_1_9	Gene013860
MAG06_1_10	Gene013861
MAG06_1_11	Gene013862
MAG06_1_12	Gene013863
MAG06_1_15	Gene013864
MAG06_1_16	Gene013865
MAG06_1_17	Gene013866
MAG06_1_18	Gene013866
MAG06_1_20	Gene013867
MAG06_1_21	Gene013868
MAG06_1_22	Gene013869
MAG06_1_23	Gene013870
MAG06_1_24	Gene013871
MAG06_1_25	Gene013872
MAG05_36_36	Gene013872
MAG62_21_37	Gene013872
MAG59_8_73	Gene013872
MAG41_3_57	Gene013872
MAG51_38_8	Gene013872
MAG60_61_3	Gene013872
MAG20_1_110	Gene013872
MAG51_446_2	Gene013872
MAG62_143_7	Gene013872
MAG14_60_5	Gene013872
MAG31_350_3	Gene013872
MAG57_311_5	Gene013872
MAG06_1_26	Gene013873
MAG06_1_27	Gene013874
MAG06_1_28	Gene013875
MAG06_14_7	Gene013876
MAG06_14_8	Gene013877
MAG06_14_9	Gene013878
MAG06_14_10	Gene013879
MAG06_14_11	Gene013880
MAG06_14_12	Gene013881
MAG06_14_13	Gene013882
MAG06_14_14	Gene013883
MAG06_14_15	Gene013884
MAG06_14_16	Gene013885
MAG06_14_17	Gene013886
MAG06_14_18	Gene013887
MAG06_14_19	Gene013888
MAG06_14_20	Gene013889
MAG06_14_21	Gene013890
MAG06_14_23	Gene013891
MAG06_14_24	Gene013892
MAG06_14_25	Gene013893
MAG06_14_26	Gene013894
MAG06_14_27	Gene013895
MAG06_14_28	Gene013896
MAG06_14_29	Gene013897
MAG06_14_30	Gene013898
MAG06_14_31	Gene013899
MAG06_14_32	Gene013900
MAG06_14_33	Gene013901
MAG06_14_34	Gene013902
MAG06_14_35	Gene013903
MAG06_14_36	Gene013904
MAG06_14_37	Gene013905
MAG06_14_38	Gene013906
MAG06_14_39	Gene013907
MAG06_14_40	Gene013908
MAG06_14_41	Gene013909
MAG06_14_42	Gene013910
MAG06_14_43	Gene013911
MAG06_14_44	Gene013912
MAG06_14_45	Gene013913
MAG06_14_47	Gene013914
MAG06_14_48	Gene013915
MAG06_14_49	Gene013916
MAG15_29_2	Gene013916
MAG06_14_50	Gene013917
MAG06_14_51	Gene013918
MAG06_14_52	Gene013919
MAG06_14_53	Gene013920
MAG06_14_54	Gene013921
MAG06_14_55	Gene013922
MAG06_14_56	Gene013923
MAG06_15_1	Gene013924
MAG06_15_2	Gene013925
MAG06_11_30	Gene013925
MAG06_15_3	Gene013926
MAG06_15_4	Gene013927
MAG06_15_5	Gene013928
MAG06_15_6	Gene013929
MAG06_15_7	Gene013930
MAG06_15_8	Gene013931
MAG06_15_9	Gene013932
MAG06_15_10	Gene013933
MAG06_2_106	Gene013933
MAG06_15_11	Gene013934
MAG06_15_12	Gene013935
MAG06_15_13	Gene013936
MAG06_15_14	Gene013937
MAG06_15_16	Gene013938
MAG06_15_17	Gene013939
MAG06_15_18	Gene013940
MAG06_15_19	Gene013941
MAG06_15_20	Gene013942
MAG06_15_21	Gene013943
MAG06_15_22	Gene013944
MAG06_15_23	Gene013945
MAG06_15_24	Gene013946
MAG06_15_25	Gene013947
MAG06_15_26	Gene013948
MAG06_15_27	Gene013949
MAG06_15_28	Gene013950
MAG06_15_29	Gene013951
MAG06_15_30	Gene013952
MAG06_15_32	Gene013953
MAG06_15_33	Gene013954
MAG06_15_34	Gene013955
MAG06_15_35	Gene013956
MAG06_15_36	Gene013957
MAG06_15_37	Gene013958
MAG06_15_38	Gene013959
MAG06_15_39	Gene013960
MAG06_15_40	Gene013961
MAG06_15_41	Gene013962
MAG06_15_42	Gene013963
MAG06_15_43	Gene013964
MAG06_15_44	Gene013965
MAG06_15_45	Gene013966
MAG06_15_46	Gene013967
MAG06_15_47	Gene013968
MAG06_15_48	Gene013969
MAG15_5_12	Gene013969
MAG06_15_49	Gene013970
MAG06_15_50	Gene013971
MAG08_1_31	Gene013972
MAG08_1_35	Gene013973
MAG08_1_36	Gene013974
MAG08_1_37	Gene013975
MAG08_1_38	Gene013976
MAG08_1_42	Gene013977
MAG08_1_45	Gene013978
MAG08_1_46	Gene013979
MAG08_1_48	Gene013980
MAG56_1_16	Gene013980
MAG03_121_4	Gene013980
MAG21_76_3	Gene013980
MAG45_118_3	Gene013980
MAG36_8_6	Gene013980
MAG34_47_4	Gene013980
MAG33_6_29	Gene013980
MAG07_1_14	Gene013980
MAG38_12_5	Gene013980
MAG39_2_3	Gene013980
MAG40_13_29	Gene013980
MAG32_11_12	Gene013980
MAG08_1_50	Gene013981
MAG08_1_51	Gene013982
MAG08_1_52	Gene013983
MAG08_1_55	Gene013984
MAG08_1_57	Gene013985
MAG08_1_58	Gene013986
MAG08_1_59	Gene013987
MAG08_1_61	Gene013988
MAG08_1_63	Gene013989
MAG36_34_2	Gene013989
MAG30_2_135	Gene013989
MAG58_16_2	Gene013989
MAG38_24_4	Gene013989
MAG07_179_3	Gene013989
MAG39_1_13	Gene013989
MAG56_78_10	Gene013989
MAG31_144_4	Gene013989
MAG66_322_3	Gene013989
MAG14_19_39	Gene013989
MAG08_1_64	Gene013990
MAG08_1_65	Gene013991
MAG08_1_66	Gene013992
MAG08_1_68	Gene013993
MAG08_1_69	Gene013994
MAG08_1_70	Gene013995
MAG08_1_71	Gene013996
MAG39_5_94	Gene013996
MAG38_180_2	Gene013996
MAG08_1_72	Gene013997
MAG08_1_73	Gene013998
MAG08_1_74	Gene013999
MAG08_1_76	Gene014000
MAG08_1_77	Gene014001
MAG08_1_79	Gene014002
MAG08_1_81	Gene014003
MAG38_85_3	Gene014003
MAG31_66_6	Gene014003
MAG39_11_5	Gene014003
MAG36_34_13	Gene014003
MAG08_1_83	Gene014004
MAG07_66_5	Gene014004
MAG38_47_4	Gene014004
MAG39_3_181	Gene014004
MAG08_1_84	Gene014005
MAG08_1_85	Gene014006
MAG08_1_89	Gene014007
MAG08_1_90	Gene014008
MAG08_1_92	Gene014009
MAG08_1_94	Gene014010
MAG08_1_95	Gene014011
MAG08_1_96	Gene014012
MAG08_1_97	Gene014013
MAG08_1_98	Gene014014
MAG08_1_100	Gene014015
MAG08_1_103	Gene014016
MAG08_2_1	Gene014017
MAG08_2_2	Gene014018
MAG08_2_3	Gene014019
MAG08_2_4	Gene014020
MAG08_2_5	Gene014021
MAG08_2_6	Gene014022
MAG08_2_7	Gene014023
MAG08_2_8	Gene014024
MAG08_2_9	Gene014025
MAG08_2_13	Gene014026
MAG08_2_14	Gene014027
MAG08_2_15	Gene014028
MAG08_2_16	Gene014029
MAG08_2_17	Gene014030
MAG08_2_18	Gene014031
MAG08_2_19	Gene014032
MAG08_2_20	Gene014033
MAG08_2_21	Gene014034
MAG08_2_22	Gene014035
MAG08_2_23	Gene014036
MAG08_2_25	Gene014037
MAG08_2_26	Gene014038
MAG08_2_27	Gene014039
MAG09_1_166	Gene014040
MAG09_1_169	Gene014041
MAG24_8_48	Gene014041
MAG48_7_70	Gene014041
MAG11_2_296	Gene014041
MAG12_3_118	Gene014041
MAG55_69_4	Gene014041
MAG61_26_3	Gene014041
MAG09_1_170	Gene014042
MAG09_1_172	Gene014043
MAG11_1_349	Gene014043
MAG61_27_14	Gene014043
MAG48_2_91	Gene014043
MAG09_1_174	Gene014044
MAG11_1_354	Gene014044
MAG33_31_9	Gene014044
